Time_Casa,Estado_Time_Casa,Time_Visitante,Estado_Time_Visitante,Gols_Mandante,Gols_Visitante,Temporada,Rodada,Empate,Vencedor,Derrotado,Pontuacao_Casa,Pontuacao_Visitante,Num_Vitorias_Casa,Num_Derrota_Casa,Num_Empate_Casa,Num_Vitorias_Visitante,Num_Derrota_Visitante,Num_Empate_Visitante,Saldo_Mandante,Saldo_Visitante,Total_Pontos_Casa,Total_Vitorias_Casa,Total_Empates_Casa,Total_Derrotas_Casa,Total_Saldo_Casa,Total_Pontos_Visitante,Total_Vitorias_Visitante,Total_Empates_Visitante,Total_Derrotas_Visitante,Total_Saldo_Visitante
Palmeiras,SP,Internacional,RS,1,1,2020,7,True,None,None,1,1,0,0,1,0,0,1,0,0,58,15,13,10,14,70,20,10,8,26
Santos,SP,Vasco da Gama,RJ,2,2,2020,7,True,None,None,1,1,0,0,1,0,0,1,0,0,53,14,11,13,0,41,10,11,17,-19
Gremio,RS,Sport,PE,1,2,2020,7,False,Sport,Gremio,0,3,0,1,0,1,0,0,-1,1,59,14,17,7,13,42,12,6,20,-19
Atletico-MG,MG,Sao Paulo,SP,3,0,2020,7,False,Atletico-MG,Sao Paulo,3,0,1,0,0,0,1,0,3,-3,68,20,8,10,19,66,18,12,8,18
Flamengo,RJ,Fortaleza,CE,2,1,2020,8,False,Flamengo,Fortaleza,3,0,1,0,0,0,1,0,1,-1,71,21,8,9,20,41,10,11,17,-10
Corinthians,SP,Botafogo,RJ,2,2,2020,8,True,None,None,1,1,0,0,1,0,0,1,0,0,54,14,12,12,2,27,5,12,21,-30
Ceara,CE,Santos,SP,0,1,2020,8,False,Santos,Ceara,0,3,0,1,0,1,0,0,-1,1,52,14,10,14,3,53,14,11,13,0
Red Bull Bragantino,SP,Palmeiras,SP,1,2,2020,8,False,Palmeiras,Red Bull Bragantino,0,3,0,1,0,1,0,0,-1,1,53,13,14,11,10,58,15,13,10,14
Internacional,RS,Bahia,BA,2,2,2020,8,True,None,None,1,1,0,0,1,0,0,1,0,0,70,20,10,8,26,44,12,8,18,-11
Sao Paulo,SP,Fluminense,RJ,3,1,2020,8,False,Sao Paulo,Fluminense,3,0,1,0,0,0,1,0,2,-2,66,18,12,8,18,64,18,10,10,13
Vasco da Gama,RJ,Athletico-PR,PR,1,0,2020,8,False,Vasco da Gama,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-19,53,15,8,15,2
Atletico-GO,GO,Gremio,RS,1,1,2020,8,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,59,14,17,7,13
Coritiba,PR,Atletico-MG,MG,0,1,2020,8,False,Atletico-MG,Coritiba,0,3,0,1,0,1,0,0,-1,1,31,7,10,21,-23,68,20,8,10,19
Sport,PE,Goias,GO,2,1,2020,8,False,Sport,Goias,3,0,1,0,0,0,1,0,1,-1,42,12,6,20,-19,37,9,10,19,-22
Athletico-PR,PR,Botafogo,RJ,1,1,2020,9,True,None,None,1,1,0,0,1,0,0,1,0,0,53,15,8,15,2,27,5,12,21,-30
Goias,GO,Coritiba,PR,3,3,2020,9,True,None,None,1,1,0,0,1,0,0,1,0,0,37,9,10,19,-22,31,7,10,21,-23
Fortaleza,CE,Sport,PE,1,0,2020,9,False,Fortaleza,Sport,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-10,42,12,6,20,-19
Sao Paulo,SP,Red Bull Bragantino,SP,1,1,2020,9,True,None,None,1,1,0,0,1,0,0,1,0,0,66,18,12,8,18,53,13,14,11,10
Fluminense,RJ,Flamengo,RJ,1,2,2020,9,False,Flamengo,Fluminense,0,3,0,1,0,1,0,0,-1,1,64,18,10,10,13,71,21,8,9,20
Santos,SP,Atletico-MG,MG,3,1,2020,9,False,Santos,Atletico-MG,3,0,1,0,0,0,1,0,2,-2,53,14,11,13,0,68,20,8,10,19
Corinthians,SP,Palmeiras,SP,0,2,2020,9,False,Palmeiras,Corinthians,0,3,0,1,0,1,0,0,-2,2,54,14,12,12,2,58,15,13,10,14
Internacional,RS,Ceara,CE,2,0,2020,9,False,Internacional,Ceara,3,0,1,0,0,0,1,0,2,-2,70,20,10,8,26,52,14,10,14,3
Bahia,BA,Gremio,RS,0,2,2020,9,False,Gremio,Bahia,0,3,0,1,0,1,0,0,-2,2,44,12,8,18,-11,59,14,17,7,13
Vasco da Gama,RJ,Atletico-GO,GO,1,2,2020,9,False,Atletico-GO,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-19,49,12,13,13,-6
Athletico-PR,PR,Coritiba,PR,1,0,2020,10,False,Athletico-PR,Coritiba,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,2,31,7,10,21,-23
Santos,SP,Sao Paulo,SP,2,2,2020,10,True,None,None,1,1,0,0,1,0,0,1,0,0,53,14,11,13,0,66,18,12,8,18
Fluminense,RJ,Corinthians,SP,2,1,2020,10,False,Fluminense,Corinthians,3,0,1,0,0,0,1,0,1,-1,64,18,10,10,13,54,14,12,12,2
Gremio,RS,Fortaleza,CE,1,1,2020,10,True,None,None,1,1,0,0,1,0,0,1,0,0,59,14,17,7,13,41,10,11,17,-10
Atletico-MG,MG,Red Bull Bragantino,SP,2,1,2020,10,False,Atletico-MG,Red Bull Bragantino,3,0,1,0,0,0,1,0,1,-1,68,20,8,10,19,53,13,14,11,10
Bahia,BA,Atletico-GO,GO,0,1,2020,10,False,Atletico-GO,Bahia,0,3,0,1,0,1,0,0,-1,1,44,12,8,18,-11,49,12,13,13,-6
Ceara,CE,Flamengo,RJ,2,0,2020,10,False,Ceara,Flamengo,3,0,1,0,0,0,1,0,2,-2,52,14,10,14,3,71,21,8,9,20
Goias,GO,Internacional,RS,1,0,2020,10,False,Goias,Internacional,3,0,1,0,0,0,1,0,1,-1,37,9,10,19,-22,70,20,10,8,26
Palmeiras,SP,Sport,PE,2,2,2020,10,True,None,None,1,1,0,0,1,0,0,1,0,0,58,15,13,10,14,42,12,6,20,-19
Botafogo,RJ,Vasco da Gama,RJ,2,3,2020,10,False,Vasco da Gama,Botafogo,0,3,0,1,0,1,0,0,-1,1,27,5,12,21,-30,41,10,11,17,-19
Sao Paulo,SP,Athletico-PR,PR,1,0,2020,11,False,Sao Paulo,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,66,18,12,8,18,53,15,8,15,2
Corinthians,SP,Bahia,BA,3,2,2020,11,False,Corinthians,Bahia,3,0,1,0,0,0,1,0,1,-1,54,14,12,12,2,44,12,8,18,-11
Fortaleza,CE,Internacional,RS,1,0,2020,11,False,Fortaleza,Internacional,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-10,70,20,10,8,26
Red Bull Bragantino,SP,Ceara,CE,4,2,2020,11,False,Red Bull Bragantino,Ceara,3,0,1,0,0,0,1,0,2,-2,53,13,14,11,10,52,14,10,14,3
Atletico-GO,GO,Atletico-MG,MG,3,4,2020,11,False,Atletico-MG,Atletico-GO,0,3,0,1,0,1,0,0,-1,1,49,12,13,13,-6,68,20,8,10,19
Gremio,RS,Palmeiras,SP,1,1,2020,11,True,None,None,1,1,0,0,1,0,0,1,0,0,59,14,17,7,13,58,15,13,10,14
Coritiba,PR,Vasco da Gama,RJ,1,0,2020,11,False,Coritiba,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,31,7,10,21,-23,41,10,11,17,-19
Botafogo,RJ,Santos,SP,0,0,2020,11,True,None,None,1,1,0,0,1,0,0,1,0,0,27,5,12,21,-30,53,14,11,13,0
Sport,PE,Fluminense,RJ,1,0,2020,11,False,Sport,Fluminense,3,0,1,0,0,0,1,0,1,-1,42,12,6,20,-19,64,18,10,10,13
Flamengo,RJ,Goias,GO,2,1,2020,11,False,Flamengo,Goias,3,0,1,0,0,0,1,0,1,-1,71,21,8,9,20,37,9,10,19,-22
Sport,PE,Corinthians,SP,1,0,2020,12,False,Sport,Corinthians,3,0,1,0,0,0,1,0,1,-1,42,12,6,20,-19,54,14,12,12,2
Internacional,RS,Sao Paulo,SP,1,1,2020,12,True,None,None,1,1,0,0,1,0,0,1,0,0,70,20,10,8,26,66,18,12,8,18
Athletico-PR,PR,Bahia,BA,1,0,2020,12,False,Athletico-PR,Bahia,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,2,44,12,8,18,-11
Atletico-MG,MG,Gremio,RS,3,1,2020,12,False,Atletico-MG,Gremio,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,19,59,14,17,7,13
Vasco da Gama,RJ,Red Bull Bragantino,SP,1,1,2020,12,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-19,53,13,14,11,10
Palmeiras,SP,Flamengo,RJ,1,1,2020,12,True,None,None,1,1,0,0,1,0,0,1,0,0,58,15,13,10,14,71,21,8,9,20
Ceara,CE,Goias,GO,2,2,2020,12,True,None,None,1,1,0,0,1,0,0,1,0,0,52,14,10,14,3,37,9,10,19,-22
Atletico-GO,GO,Botafogo,RJ,1,1,2020,12,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,27,5,12,21,-30
Santos,SP,Fortaleza,CE,1,1,2020,12,True,None,None,1,1,0,0,1,0,0,1,0,0,53,14,11,13,0,41,10,11,17,-10
Fluminense,RJ,Coritiba,PR,4,0,2020,12,False,Fluminense,Coritiba,3,0,1,0,0,0,1,0,4,-4,64,18,10,10,13,31,7,10,21,-23
Gremio,RS,Internacional,RS,1,1,2020,13,True,None,None,1,1,0,0,1,0,0,1,0,0,59,14,17,7,13,70,20,10,8,26
Palmeiras,SP,Ceara,CE,2,1,2020,13,False,Palmeiras,Ceara,3,0,1,0,0,0,1,0,1,-1,58,15,13,10,14,52,14,10,14,3
Red Bull Bragantino,SP,Corinthians,SP,0,0,2020,13,True,None,None,1,1,0,0,1,0,0,1,0,0,53,13,14,11,10,54,14,12,12,2
Botafogo,RJ,Fluminense,RJ,1,1,2020,13,True,None,None,1,1,0,0,1,0,0,1,0,0,27,5,12,21,-30,64,18,10,10,13
Coritiba,PR,Sao Paulo,SP,1,1,2020,13,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-23,66,18,12,8,18
Flamengo,RJ,Athletico-PR,PR,3,1,2020,13,False,Flamengo,Athletico-PR,3,0,1,0,0,0,1,0,2,-2,71,21,8,9,20,53,15,8,15,2
Bahia,BA,Sport,PE,1,2,2020,13,False,Sport,Bahia,0,3,0,1,0,1,0,0,-1,1,44,12,8,18,-11,42,12,6,20,-19
Fortaleza,CE,Atletico-GO,GO,0,0,2020,13,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-10,49,12,13,13,-6
Goias,GO,Santos,SP,2,3,2020,13,False,Santos,Goias,0,3,0,1,0,1,0,0,-1,1,37,9,10,19,-22,53,14,11,13,0
Atletico-MG,MG,Vasco da Gama,RJ,4,1,2020,13,False,Atletico-MG,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,68,20,8,10,19,41,10,11,17,-19
Corinthians,SP,Santos,SP,1,1,2020,14,True,None,None,1,1,0,0,1,0,0,1,0,0,54,14,12,12,2,53,14,11,13,0
Flamengo,RJ,Sport,PE,3,0,2020,14,False,Flamengo,Sport,3,0,1,0,0,0,1,0,3,-3,71,21,8,9,20,42,12,6,20,-19
Bahia,BA,Vasco da Gama,RJ,3,0,2020,14,False,Bahia,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,44,12,8,18,-11,41,10,11,17,-19
Gremio,RS,Coritiba,PR,2,1,2020,14,False,Gremio,Coritiba,3,0,1,0,0,0,1,0,1,-1,59,14,17,7,13,31,7,10,21,-23
Sao Paulo,SP,Atletico-GO,GO,3,0,2020,14,False,Sao Paulo,Atletico-GO,3,0,1,0,0,0,1,0,3,-3,66,18,12,8,18,49,12,13,13,-6
Goias,GO,Fluminense,RJ,2,4,2020,14,False,Fluminense,Goias,0,3,0,1,0,1,0,0,-2,2,37,9,10,19,-22,64,18,10,10,13
Botafogo,RJ,Palmeiras,SP,2,1,2020,14,False,Botafogo,Palmeiras,3,0,1,0,0,0,1,0,1,-1,27,5,12,21,-30,58,15,13,10,14
Fortaleza,CE,Atletico-MG,MG,2,1,2020,14,False,Fortaleza,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-10,68,20,8,10,19
Athletico-PR,PR,Ceara,CE,0,0,2020,14,True,None,None,1,1,0,0,1,0,0,1,0,0,53,15,8,15,2,52,14,10,14,3
Red Bull Bragantino,SP,Internacional,RS,0,2,2020,14,False,Internacional,Red Bull Bragantino,0,3,0,1,0,1,0,0,-2,2,53,13,14,11,10,70,20,10,8,26
Vasco da Gama,RJ,Flamengo,RJ,1,2,2020,15,False,Flamengo,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-19,71,21,8,9,20
Palmeiras,SP,Sao Paulo,SP,0,2,2020,15,False,Sao Paulo,Palmeiras,0,3,0,1,0,1,0,0,-2,2,58,15,13,10,14,66,18,12,8,18
Coritiba,PR,Fortaleza,CE,0,0,2020,15,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-23,41,10,11,17,-10
Atletico-MG,MG,Goias,GO,3,0,2020,15,False,Atletico-MG,Goias,3,0,1,0,0,0,1,0,3,-3,68,20,8,10,19,37,9,10,19,-22
Santos,SP,Gremio,RS,2,1,2020,15,False,Santos,Gremio,3,0,1,0,0,0,1,0,1,-1,53,14,11,13,0,59,14,17,7,13
Fluminense,RJ,Bahia,BA,1,0,2020,15,False,Fluminense,Bahia,3,0,1,0,0,0,1,0,1,-1,64,18,10,10,13,44,12,8,18,-11
Atletico-GO,GO,Red Bull Bragantino,SP,2,1,2020,15,False,Atletico-GO,Red Bull Bragantino,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,-6,53,13,14,11,10
Sport,PE,Botafogo,RJ,1,2,2020,15,False,Botafogo,Sport,0,3,0,1,0,1,0,0,-1,1,42,12,6,20,-19,27,5,12,21,-30
Internacional,RS,Athletico-PR,PR,2,1,2020,15,False,Internacional,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,70,20,10,8,26,53,15,8,15,2
Ceara,CE,Corinthians,SP,2,1,2020,15,False,Ceara,Corinthians,3,0,1,0,0,0,1,0,1,-1,52,14,10,14,3,54,14,12,12,2
Palmeiras,SP,Coritiba,PR,1,3,2020,16,False,Coritiba,Palmeiras,0,3,0,1,0,1,0,0,-2,2,58,15,13,10,14,31,7,10,21,-23
Gremio,RS,Botafogo,RJ,3,1,2020,16,False,Gremio,Botafogo,3,0,1,0,0,0,1,0,2,-2,59,14,17,7,13,27,5,12,21,-30
Santos,SP,Atletico-GO,GO,0,1,2020,16,False,Atletico-GO,Santos,0,3,0,1,0,1,0,0,-1,1,53,14,11,13,0,49,12,13,13,-6
Athletico-PR,PR,Corinthians,SP,0,1,2020,16,False,Corinthians,Athletico-PR,0,3,0,1,0,1,0,0,-1,1,53,15,8,15,2,54,14,12,12,2
Atletico-MG,MG,Fluminense,RJ,1,1,2020,16,True,None,None,1,1,0,0,1,0,0,1,0,0,68,20,8,10,19,64,18,10,10,13
Sport,PE,Internacional,RS,3,5,2020,16,False,Internacional,Sport,0,3,0,1,0,1,0,0,-2,2,42,12,6,20,-19,70,20,10,8,26
Flamengo,RJ,Red Bull Bragantino,SP,1,1,2020,16,True,None,None,1,1,0,0,1,0,0,1,0,0,71,21,8,9,20,53,13,14,11,10
Goias,GO,Bahia,BA,1,1,2020,16,True,None,None,1,1,0,0,1,0,0,1,0,0,37,9,10,19,-22,44,12,8,18,-11
Vasco da Gama,RJ,Fortaleza,CE,0,0,2020,16,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-19,41,10,11,17,-10
Ceara,CE,Sao Paulo,SP,1,1,2020,16,True,None,None,1,1,0,0,1,0,0,1,0,0,52,14,10,14,3,66,18,12,8,18
Atletico-GO,GO,Athletico-PR,PR,1,1,2020,17,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,53,15,8,15,2
Fluminense,RJ,Ceara,CE,2,2,2020,17,True,None,None,1,1,0,0,1,0,0,1,0,0,64,18,10,10,13,52,14,10,14,3
Coritiba,PR,Santos,SP,1,2,2020,17,False,Santos,Coritiba,0,3,0,1,0,1,0,0,-1,1,31,7,10,21,-23,53,14,11,13,0
Sao Paulo,SP,Gremio,RS,0,0,2020,17,True,None,None,1,1,0,0,1,0,0,1,0,0,66,18,12,8,18,59,14,17,7,13
Corinthians,SP,Flamengo,RJ,1,5,2020,17,False,Flamengo,Corinthians,0,3,0,1,0,1,0,0,-4,4,54,14,12,12,2,71,21,8,9,20
Internacional,RS,Vasco da Gama,RJ,2,0,2020,17,False,Internacional,Vasco da Gama,3,0,1,0,0,0,1,0,2,-2,70,20,10,8,26,41,10,11,17,-19
Red Bull Bragantino,SP,Sport,PE,2,0,2020,17,False,Red Bull Bragantino,Sport,3,0,1,0,0,0,1,0,2,-2,53,13,14,11,10,42,12,6,20,-19
Fortaleza,CE,Palmeiras,SP,2,0,2020,17,False,Fortaleza,Palmeiras,3,0,1,0,0,0,1,0,2,-2,41,10,11,17,-10,58,15,13,10,14
Bahia,BA,Atletico-MG,MG,3,1,2020,17,False,Bahia,Atletico-MG,3,0,1,0,0,0,1,0,2,-2,44,12,8,18,-11,68,20,8,10,19
Botafogo,RJ,Goias,GO,0,0,2020,17,True,None,None,1,1,0,0,1,0,0,1,0,0,27,5,12,21,-30,37,9,10,19,-22
Vasco da Gama,RJ,Corinthians,SP,1,2,2020,18,False,Corinthians,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-19,54,14,12,12,2
Red Bull Bragantino,SP,Goias,GO,2,0,2020,18,False,Red Bull Bragantino,Goias,3,0,1,0,0,0,1,0,2,-2,53,13,14,11,10,37,9,10,19,-22
Ceara,CE,Coritiba,PR,2,1,2020,18,False,Ceara,Coritiba,3,0,1,0,0,0,1,0,1,-1,52,14,10,14,3,31,7,10,21,-23
Atletico-MG,MG,Sport,PE,0,0,2020,18,True,None,None,1,1,0,0,1,0,0,1,0,0,68,20,8,10,19,42,12,6,20,-19
Atletico-GO,GO,Palmeiras,SP,0,3,2020,18,False,Palmeiras,Atletico-GO,0,3,0,1,0,1,0,0,-3,3,49,12,13,13,-6,58,15,13,10,14
Fluminense,RJ,Santos,SP,3,1,2020,18,False,Fluminense,Santos,3,0,1,0,0,0,1,0,2,-2,64,18,10,10,13,53,14,11,13,0
Athletico-PR,PR,Gremio,RS,1,2,2020,18,False,Gremio,Athletico-PR,0,3,0,1,0,1,0,0,-1,1,53,15,8,15,2,59,14,17,7,13
Internacional,RS,Flamengo,RJ,2,2,2020,18,True,None,None,1,1,0,0,1,0,0,1,0,0,70,20,10,8,26,71,21,8,9,20
Bahia,BA,Fortaleza,CE,2,1,2020,18,False,Bahia,Fortaleza,3,0,1,0,0,0,1,0,1,-1,44,12,8,18,-11,41,10,11,17,-10
Sao Paulo,SP,Botafogo,RJ,4,0,2020,18,False,Sao Paulo,Botafogo,3,0,1,0,0,0,1,0,4,-4,66,18,12,8,18,27,5,12,21,-30
Botafogo,RJ,Ceara,CE,2,2,2020,19,True,None,None,1,1,0,0,1,0,0,1,0,0,27,5,12,21,-30,52,14,10,14,3
Corinthians,SP,Internacional,RS,1,0,2020,19,False,Corinthians,Internacional,3,0,1,0,0,0,1,0,1,-1,54,14,12,12,2,70,20,10,8,26
Coritiba,PR,Atletico-GO,GO,1,0,2020,19,False,Coritiba,Atletico-GO,3,0,1,0,0,0,1,0,1,-1,31,7,10,21,-23,49,12,13,13,-6
Fortaleza,CE,Fluminense,RJ,0,1,2020,19,False,Fluminense,Fortaleza,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-10,64,18,10,10,13
Sport,PE,Athletico-PR,PR,1,0,2020,19,False,Sport,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,42,12,6,20,-19,53,15,8,15,2
Flamengo,RJ,Sao Paulo,SP,1,4,2020,19,False,Sao Paulo,Flamengo,0,3,0,1,0,1,0,0,-3,3,71,21,8,9,20,66,18,12,8,18
Santos,SP,Bahia,BA,3,1,2020,19,False,Santos,Bahia,3,0,1,0,0,0,1,0,2,-2,53,14,11,13,0,44,12,8,18,-11
Goias,GO,Vasco da Gama,RJ,1,1,2020,19,True,None,None,1,1,0,0,1,0,0,1,0,0,37,9,10,19,-22,41,10,11,17,-19
Palmeiras,SP,Atletico-MG,MG,3,0,2020,19,False,Palmeiras,Atletico-MG,3,0,1,0,0,0,1,0,3,-3,58,15,13,10,14,68,20,8,10,19
Gremio,RS,Red Bull Bragantino,SP,2,1,2020,19,False,Gremio,Red Bull Bragantino,3,0,1,0,0,0,1,0,1,-1,59,14,17,7,13,53,13,14,11,10
Athletico-PR,PR,Fortaleza,CE,2,1,2020,20,False,Athletico-PR,Fortaleza,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,2,41,10,11,17,-10
Sao Paulo,SP,Goias,GO,2,1,2020,20,False,Sao Paulo,Goias,3,0,1,0,0,0,1,0,1,-1,66,18,12,8,18,37,9,10,19,-22
Atletico-GO,GO,Corinthians,SP,1,1,2020,20,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,54,14,12,12,2
Internacional,RS,Coritiba,PR,2,2,2020,20,True,None,None,1,1,0,0,1,0,0,1,0,0,70,20,10,8,26,31,7,10,21,-23
Vasco da Gama,RJ,Palmeiras,SP,0,1,2020,20,False,Palmeiras,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-19,58,15,13,10,14
Red Bull Bragantino,SP,Santos,SP,1,1,2020,20,True,None,None,1,1,0,0,1,0,0,1,0,0,53,13,14,11,10,53,14,11,13,0
Atletico-MG,MG,Flamengo,RJ,4,0,2020,20,False,Atletico-MG,Flamengo,3,0,1,0,0,0,1,0,4,-4,68,20,8,10,19,71,21,8,9,20
Bahia,BA,Botafogo,RJ,1,0,2020,20,False,Bahia,Botafogo,3,0,1,0,0,0,1,0,1,-1,44,12,8,18,-11,27,5,12,21,-30
Ceara,CE,Sport,PE,0,0,2020,20,True,None,None,1,1,0,0,1,0,0,1,0,0,52,14,10,14,3,42,12,6,20,-19
Fluminense,RJ,Gremio,RS,0,1,2020,20,False,Gremio,Fluminense,0,3,0,1,0,1,0,0,-1,1,64,18,10,10,13,59,14,17,7,13
Sport,PE,Vasco da Gama,RJ,0,2,2020,21,False,Vasco da Gama,Sport,0,3,0,1,0,1,0,0,-2,2,42,12,6,20,-19,41,10,11,17,-19
Santos,SP,Internacional,RS,2,0,2020,21,False,Santos,Internacional,3,0,1,0,0,0,1,0,2,-2,53,14,11,13,0,70,20,10,8,26
Goias,GO,Athletico-PR,PR,0,1,2020,21,False,Athletico-PR,Goias,0,3,0,1,0,1,0,0,-1,1,37,9,10,19,-22,53,15,8,15,2
Gremio,RS,Ceara,CE,4,2,2020,21,False,Gremio,Ceara,3,0,1,0,0,0,1,0,2,-2,59,14,17,7,13,52,14,10,14,3
Fortaleza,CE,Sao Paulo,SP,2,3,2020,21,False,Sao Paulo,Fortaleza,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-10,66,18,12,8,18
Corinthians,SP,Atletico-MG,MG,1,2,2020,21,False,Atletico-MG,Corinthians,0,3,0,1,0,1,0,0,-1,1,54,14,12,12,2,68,20,8,10,19
Flamengo,RJ,Atletico-GO,GO,1,1,2020,21,True,None,None,1,1,0,0,1,0,0,1,0,0,71,21,8,9,20,49,12,13,13,-6
Palmeiras,SP,Fluminense,RJ,2,0,2020,21,False,Palmeiras,Fluminense,3,0,1,0,0,0,1,0,2,-2,58,15,13,10,14,64,18,10,10,13
Coritiba,PR,Bahia,BA,1,2,2020,21,False,Bahia,Coritiba,0,3,0,1,0,1,0,0,-1,1,31,7,10,21,-23,44,12,8,18,-11
Botafogo,RJ,Red Bull Bragantino,SP,1,2,2020,21,False,Red Bull Bragantino,Botafogo,0,3,0,1,0,1,0,0,-1,1,27,5,12,21,-30,53,13,14,11,10
Red Bull Bragantino,SP,Bahia,BA,4,0,2020,22,False,Red Bull Bragantino,Bahia,3,0,1,0,0,0,1,0,4,-4,53,13,14,11,10,44,12,8,18,-11
Athletico-PR,PR,Santos,SP,1,0,2020,22,False,Athletico-PR,Santos,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,2,53,14,11,13,0
Flamengo,RJ,Coritiba,PR,3,1,2020,22,False,Flamengo,Coritiba,3,0,1,0,0,0,1,0,2,-2,71,21,8,9,20,31,7,10,21,-23
Goias,GO,Palmeiras,SP,1,0,2020,22,False,Goias,Palmeiras,3,0,1,0,0,0,1,0,1,-1,37,9,10,19,-22,58,15,13,10,14
Sao Paulo,SP,Vasco da Gama,RJ,1,1,2020,22,True,None,None,1,1,0,0,1,0,0,1,0,0,66,18,12,8,18,41,10,11,17,-19
Ceara,CE,Atletico-MG,MG,2,2,2020,22,True,None,None,1,1,0,0,1,0,0,1,0,0,52,14,10,14,3,68,20,8,10,19
Botafogo,RJ,Fortaleza,CE,1,2,2020,22,False,Fortaleza,Botafogo,0,3,0,1,0,1,0,0,-1,1,27,5,12,21,-30,41,10,11,17,-10
Internacional,RS,Fluminense,RJ,1,2,2020,22,False,Fluminense,Internacional,0,3,0,1,0,1,0,0,-1,1,70,20,10,8,26,64,18,10,10,13
Corinthians,SP,Gremio,RS,0,0,2020,22,True,None,None,1,1,0,0,1,0,0,1,0,0,54,14,12,12,2,59,14,17,7,13
Sport,PE,Atletico-GO,GO,0,1,2020,22,False,Atletico-GO,Sport,0,3,0,1,0,1,0,0,-1,1,42,12,6,20,-19,49,12,13,13,-6
Atletico-MG,MG,Botafogo,RJ,2,1,2020,23,False,Atletico-MG,Botafogo,3,0,1,0,0,0,1,0,1,-1,68,20,8,10,19,27,5,12,21,-30
Coritiba,PR,Corinthians,SP,0,1,2020,23,False,Corinthians,Coritiba,0,3,0,1,0,1,0,0,-1,1,31,7,10,21,-23,54,14,12,12,2
Fortaleza,CE,Goias,GO,1,1,2020,23,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-10,37,9,10,19,-22
Palmeiras,SP,Athletico-PR,PR,3,0,2020,23,False,Palmeiras,Athletico-PR,3,0,1,0,0,0,1,0,3,-3,58,15,13,10,14,53,15,8,15,2
Santos,SP,Sport,PE,4,2,2020,23,False,Santos,Sport,3,0,1,0,0,0,1,0,2,-2,53,14,11,13,0,42,12,6,20,-19
Bahia,BA,Sao Paulo,SP,1,3,2020,23,False,Sao Paulo,Bahia,0,3,0,1,0,1,0,0,-2,2,44,12,8,18,-11,66,18,12,8,18
Atletico-GO,GO,Internacional,RS,0,0,2020,23,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,70,20,10,8,26
Vasco da Gama,RJ,Ceara,CE,1,4,2020,23,False,Ceara,Vasco da Gama,0,3,0,1,0,1,0,0,-3,3,41,10,11,17,-19,52,14,10,14,3
Fluminense,RJ,Red Bull Bragantino,SP,0,0,2020,23,True,None,None,1,1,0,0,1,0,0,1,0,0,64,18,10,10,13,53,13,14,11,10
Gremio,RS,Flamengo,RJ,2,4,2020,23,False,Flamengo,Gremio,0,3,0,1,0,1,0,0,-2,2,59,14,17,7,13,71,21,8,9,20
Fortaleza,CE,Corinthians,SP,0,0,2020,24,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-10,54,14,12,12,2
Botafogo,RJ,Flamengo,RJ,0,1,2020,24,False,Flamengo,Botafogo,0,3,0,1,0,1,0,0,-1,1,27,5,12,21,-30,71,21,8,9,20
Santos,SP,Palmeiras,SP,2,2,2020,24,True,None,None,1,1,0,0,1,0,0,1,0,0,53,14,11,13,0,58,15,13,10,14
